Data,ID,TemperaturaBMP(ºC),Pressão(hPa),Altitude(m),Umidade(g/m3),TemperaturaAHT(ºC),HIF(ºC),latitude,longitude,elevation,status
2024-12-03T07:00:39-03:00,2866,28.10,952.06,522.38,76.84,27.60,30.71,,,,
2024-12-03T07:00:59-03:00,2867,28.10,952.04,522.55,76.82,27.59,30.69,,,,
2024-12-03T07:01:20-03:00,2868,28.10,952.01,522.82,76.83,27.61,30.74,,,,
2024-12-03T07:01:40-03:00,2869,28.00,952.08,522.20,76.77,27.61,30.72,,,,
2024-12-03T07:02:01-03:00,2870,28.00,951.98,523.08,76.68,27.59,30.68,,,,
2024-12-03T07:02:21-03:00,2871,28.00,951.94,523.43,76.80,27.58,30.68,,,,
2024-12-03T07:02:42-03:00,2872,28.00,951.97,523.17,76.83,27.59,30.71,,,,
2024-12-03T07:03:02-03:00,2873,28.00,951.98,523.08,76.82,27.58,30.68,,,,
2024-12-03T07:03:23-03:00,2874,28.10,952.05,522.47,76.80,27.58,30.68,,,,
2024-12-03T07:03:43-03:00,2875,28.00,952.06,522.38,76.66,27.59,30.68,,,,
2024-12-03T07:04:04-03:00,2876,28.10,952.05,522.47,76.85,27.59,30.69,,,,
2024-12-03T07:04:24-03:00,2877,28.10,952.02,522.73,76.63,27.58,30.65,,,,
2024-12-03T07:04:45-03:00,2878,28.10,952.02,522.73,76.64,27.61,30.72,,,,
2024-12-03T07:05:05-03:00,2879,28.00,952.01,522.82,76.72,27.60,30.70,,,,
2024-12-03T07:05:26-03:00,2880,28.10,951.96,523.25,76.82,27.60,30.72,,,,
2024-12-03T07:05:46-03:00,2881,28.10,952.05,522.47,76.57,27.62,30.73,,,,
2024-12-03T07:06:07-03:00,2882,28.10,952.03,522.64,76.71,27.59,30.68,,,,
2024-12-03T07:06:27-03:00,2883,28.00,952.06,522.38,76.67,27.61,30.72,,,,
2024-12-03T07:06:48-03:00,2884,28.10,951.97,523.17,76.53,27.60,30.68,,,,
2024-12-03T07:07:08-03:00,2885,28.10,952.10,522.03,76.68,27.61,30.72,,,,
2024-12-03T07:07:29-03:00,2886,28.00,952.04,522.55,76.68,27.60,30.69,,,,
2024-12-03T07:07:49-03:00,2887,28.00,952.04,522.55,76.80,27.59,30.70,,,,
2024-12-03T07:08:10-03:00,2888,28.00,952.03,522.64,76.65,27.57,30.64,,,,
2024-12-03T07:08:30-03:00,2889,28.00,952.02,522.73,76.65,27.59,30.68,,,,
2024-12-03T07:08:51-03:00,2890,28.00,952.02,522.73,76.66,27.56,30.61,,,,
2024-12-03T07:09:11-03:00,2891,28.00,952.04,522.55,76.57,27.56,30.61,,,,
2024-12-03T07:09:32-03:00,2892,28.00,952.05,522.47,76.67,27.56,30.62,,,,
2024-12-03T07:09:52-03:00,2893,28.00,952.05,522.47,76.74,27.59,30.69,,,,
2024-12-03T07:10:13-03:00,2894,28.00,952.05,522.47,76.84,27.58,30.68,,,,
2024-12-03T07:10:33-03:00,2895,28.00,952.01,522.82,76.60,27.56,30.59,,,,
2024-12-03T07:10:54-03:00,2896,28.00,952.06,522.38,76.69,27.57,30.63,,,,
2024-12-03T07:11:14-03:00,2897,28.00,952.02,522.73,76.70,27.57,30.65,,,,
2024-12-03T07:11:35-03:00,2898,28.00,952.01,522.82,76.69,27.56,30.61,,,,
2024-12-03T07:11:55-03:00,2899,28.00,952.01,522.82,76.70,27.57,30.63,,,,
2024-12-03T07:12:16-03:00,2900,28.00,952.04,522.55,76.78,27.57,30.65,,,,
2024-12-03T07:12:36-03:00,2901,28.00,952.06,522.38,76.74,27.57,30.65,,,,
2024-12-03T07:12:57-03:00,2902,28.00,952.11,521.94,76.83,27.57,30.65,,,,
2024-12-03T07:13:17-03:00,2903,28.00,952.10,522.03,76.70,27.56,30.61,,,,
2024-12-03T07:13:38-03:00,2904,28.00,952.08,522.20,76.82,27.57,30.64,,,,
2024-12-03T07:13:58-03:00,2905,28.00,952.08,522.20,76.78,27.55,30.61,,,,
2024-12-03T07:14:18-03:00,2906,28.00,952.09,522.11,76.69,27.56,30.62,,,,
2024-12-03T07:14:39-03:00,2907,28.00,952.10,522.03,76.66,27.57,30.62,,,,
2024-12-03T07:14:59-03:00,2908,28.00,952.13,521.76,76.64,27.55,30.60,,,,
2024-12-03T07:15:20-03:00,2909,28.00,952.10,522.03,76.68,27.56,30.61,,,,
2024-12-03T07:15:40-03:00,2910,28.00,952.10,522.03,76.68,27.54,30.58,,,,
2024-12-03T07:16:01-03:00,2911,28.00,952.10,522.03,76.69,27.56,30.61,,,,
2024-12-03T07:16:21-03:00,2912,28.00,952.09,522.11,76.76,27.54,30.59,,,,
2024-12-03T07:16:42-03:00,2913,28.00,952.15,521.59,76.73,27.56,30.62,,,,
2024-12-03T07:18:01-03:00,2914,28.00,952.09,522.11,76.60,27.56,30.59,,,,
2024-12-03T07:18:21-03:00,2915,28.00,952.12,521.85,76.58,27.56,30.60,,,,
2024-12-03T07:18:42-03:00,2916,28.00,952.15,521.59,76.65,27.57,30.64,,,,
2024-12-03T07:19:02-03:00,2917,28.00,952.10,522.03,76.72,27.56,30.63,,,,
2024-12-03T07:19:23-03:00,2918,28.00,952.15,521.59,77.01,27.58,30.71,,,,
2024-12-03T07:19:43-03:00,2919,28.00,952.16,521.50,76.96,27.58,30.69,,,,
2024-12-03T07:20:04-03:00,2920,28.00,952.17,521.41,76.61,27.59,30.66,,,,
2024-12-03T07:20:24-03:00,2921,28.00,952.10,522.03,76.72,27.58,30.65,,,,
2024-12-03T07:20:45-03:00,2922,28.00,952.14,521.68,76.66,27.59,30.68,,,,
2024-12-03T07:21:05-03:00,2923,28.00,952.17,521.41,76.78,27.59,30.69,,,,
2024-12-03T07:21:26-03:00,2924,28.00,952.17,521.41,76.87,27.60,30.72,,,,
2024-12-03T07:21:46-03:00,2925,28.00,952.12,521.85,76.91,27.59,30.70,,,,
2024-12-03T07:22:07-03:00,2926,28.00,952.18,521.33,76.84,27.60,30.73,,,,
2024-12-03T07:22:27-03:00,2927,28.00,952.15,521.59,77.00,27.61,30.77,,,,
2024-12-03T07:22:48-03:00,2928,28.10,952.12,521.85,76.80,27.60,30.72,,,,
2024-12-03T07:23:08-03:00,2929,28.10,952.07,522.29,76.86,27.61,30.73,,,,
2024-12-03T07:23:29-03:00,2930,28.10,952.19,521.24,76.81,27.60,30.72,,,,
2024-12-03T07:23:49-03:00,2931,28.10,952.17,521.41,76.85,27.62,30.76,,,,
2024-12-03T07:24:10-03:00,2932,28.10,952.13,521.76,76.74,27.61,30.72,,,,
2024-12-03T07:24:30-03:00,2933,28.10,952.14,521.68,76.75,27.60,30.70,,,,
2024-12-03T07:24:51-03:00,2934,28.10,952.12,521.85,76.73,27.59,30.69,,,,
2024-12-03T07:25:11-03:00,2935,28.10,952.18,521.33,76.68,27.60,30.70,,,,
2024-12-03T07:25:32-03:00,2936,28.10,952.17,521.41,76.69,27.63,30.76,,,,
2024-12-03T07:25:52-03:00,2937,28.10,952.17,521.41,76.74,27.62,30.75,,,,
2024-12-03T07:26:13-03:00,2938,28.10,952.13,521.76,76.90,27.63,30.79,,,,
2024-12-03T07:26:33-03:00,2939,28.10,952.16,521.50,76.72,27.63,30.77,,,,
2024-12-03T07:26:54-03:00,2940,28.10,952.15,521.59,76.72,27.64,30.80,,,,
2024-12-03T07:27:14-03:00,2941,28.10,952.09,522.11,76.82,27.65,30.83,,,,
2024-12-03T07:27:35-03:00,2942,28.10,952.21,521.06,76.80,27.65,30.82,,,,
2024-12-03T07:27:55-03:00,2943,28.10,952.18,521.33,76.69,27.64,30.79,,,,
2024-12-03T07:28:16-03:00,2944,28.10,952.17,521.41,76.79,27.64,30.80,,,,
2024-12-03T07:28:36-03:00,2945,28.10,952.19,521.24,76.61,27.65,30.81,,,,
2024-12-03T07:28:57-03:00,2946,28.10,952.16,521.50,76.82,27.67,30.87,,,,
2024-12-03T07:29:17-03:00,2947,28.10,952.17,521.41,76.76,27.66,30.84,,,,
2024-12-03T07:29:38-03:00,2948,28.10,952.21,521.06,76.76,27.64,30.81,,,,
2024-12-03T07:29:58-03:00,2949,28.10,952.21,521.06,76.78,27.65,30.83,,,,
2024-12-03T07:30:18-03:00,2950,28.10,952.18,521.33,76.68,27.66,30.83,,,,
2024-12-03T07:30:39-03:00,2951,28.10,952.20,521.15,76.75,27.65,30.81,,,,
2024-12-03T07:30:59-03:00,2952,28.10,952.20,521.15,76.67,27.65,30.80,,,,
2024-12-03T07:31:20-03:00,2953,28.10,952.18,521.33,76.61,27.65,30.79,,,,
2024-12-03T07:31:41-03:00,2954,28.10,952.16,521.50,76.69,27.66,30.83,,,,
2024-12-03T07:32:01-03:00,2955,28.10,952.11,521.94,76.37,27.64,30.75,,,,
2024-12-03T07:32:22-03:00,2956,28.10,952.15,521.59,76.53,27.68,30.86,,,,
2024-12-03T07:32:42-03:00,2957,28.10,952.21,521.06,76.71,27.63,30.77,,,,
2024-12-03T07:33:03-03:00,2958,28.10,952.17,521.41,76.74,27.65,30.81,,,,
2024-12-03T07:33:23-03:00,2959,28.20,952.19,521.24,76.45,27.68,30.84,,,,
2024-12-03T07:33:44-03:00,2960,28.20,952.19,521.24,76.42,27.68,30.84,,,,
2024-12-03T07:34:04-03:00,2961,28.20,952.14,521.68,76.21,27.70,30.87,,,,
2024-12-03T07:34:25-03:00,2962,28.20,952.20,521.15,76.39,27.69,30.87,,,,
2024-12-03T07:34:45-03:00,2963,28.20,952.11,521.94,76.61,27.72,30.96,,,,
2024-12-03T07:35:06-03:00,2964,28.20,952.08,522.20,76.36,27.71,30.90,,,,
2024-12-03T07:35:26-03:00,2965,28.20,952.17,521.41,76.48,27.70,30.90,,,,
2024-12-03T07:35:47-03:00,2966,28.20,952.17,521.41,76.50,27.69,30.89,,,,
2024-12-03T07:36:07-03:00,2967,28.10,952.15,521.59,76.76,27.66,30.85,,,,
2024-12-03T07:36:28-03:00,2968,28.10,952.05,522.47,76.80,27.67,30.86,,,,
2024-12-03T07:36:48-03:00,2969,28.10,952.14,521.68,76.63,27.69,30.88,,,,
2024-12-03T07:37:09-03:00,2970,28.10,952.20,521.15,76.49,27.68,30.86,,,,
2024-12-03T07:37:29-03:00,2971,28.10,952.17,521.41,76.37,27.69,30.86,,,,
2024-12-03T07:37:50-03:00,2972,28.10,952.19,521.24,76.65,27.70,30.91,,,,
2024-12-03T07:38:10-03:00,2973,28.10,952.22,520.98,76.49,27.67,30.83,,,,
2024-12-03T07:38:31-03:00,2974,28.20,952.17,521.41,76.50,27.69,30.88,,,,
2024-12-03T07:38:51-03:00,2975,28.10,952.21,521.06,76.72,27.67,30.85,,,,
2024-12-03T07:39:12-03:00,2976,28.10,952.22,520.98,77.04,27.64,30.84,,,,
2024-12-03T07:39:32-03:00,2977,28.00,952.21,521.06,77.26,27.58,30.73,,,,
2024-12-03T07:39:53-03:00,2978,28.00,952.22,520.98,77.10,27.58,30.70,,,,
2024-12-03T07:40:13-03:00,2979,28.00,952.18,521.33,77.06,27.58,30.70,,,,
2024-12-03T07:40:34-03:00,2980,28.00,952.21,521.06,77.13,27.57,30.70,,,,
2024-12-03T07:40:54-03:00,2981,28.00,952.26,520.63,77.23,27.58,30.72,,,,
2024-12-03T07:41:15-03:00,2982,28.00,952.14,521.68,77.19,27.59,30.74,,,,
2024-12-03T07:41:35-03:00,2983,28.00,952.14,521.68,77.22,27.56,30.69,,,,
2024-12-03T07:41:56-03:00,2984,28.00,952.16,521.50,77.24,27.57,30.71,,,,
2024-12-03T07:42:16-03:00,2985,28.00,952.16,521.50,77.12,27.58,30.70,,,,
2024-12-03T07:42:37-03:00,2986,28.10,952.15,521.59,77.03,27.60,30.74,,,,
2024-12-03T07:42:57-03:00,2987,28.10,952.18,521.33,77.03,27.59,30.73,,,,
2024-12-03T07:43:18-03:00,2988,28.10,952.16,521.50,76.94,27.62,30.79,,,,
2024-12-03T07:43:38-03:00,2989,28.00,952.15,521.59,77.12,27.59,30.74,,,,
2024-12-03T07:43:59-03:00,2990,28.00,952.16,521.50,77.11,27.59,30.73,,,,
2024-12-03T07:44:19-03:00,2991,28.00,952.14,521.68,77.13,27.59,30.74,,,,
2024-12-03T07:44:40-03:00,2992,28.00,952.15,521.59,77.22,27.56,30.67,,,,
2024-12-03T07:45:00-03:00,2993,28.00,952.16,521.50,77.28,27.56,30.70,,,,
2024-12-03T07:45:21-03:00,2994,28.00,952.14,521.68,77.16,27.58,30.72,,,,
2024-12-03T07:45:41-03:00,2995,28.00,952.16,521.50,77.24,27.57,30.71,,,,
2024-12-03T07:46:02-03:00,2996,28.10,952.16,521.50,77.14,27.60,30.77,,,,
2024-12-03T07:46:22-03:00,2997,28.10,952.14,521.68,77.05,27.62,30.78,,,,
2024-12-03T07:46:43-03:00,2998,28.00,952.15,521.59,77.24,27.58,30.72,,,,
2024-12-03T07:47:03-03:00,2999,28.00,952.18,521.33,77.38,27.56,30.69,,,,
2024-12-03T07:47:24-03:00,3000,28.00,952.21,521.06,77.50,27.54,30.66,,,,
2024-12-03T07:47:44-03:00,3001,28.00,952.19,521.24,77.67,27.54,30.70,,,,
2024-12-03T07:48:05-03:00,3002,28.00,952.13,521.76,77.72,27.53,30.68,,,,
2024-12-03T07:48:25-03:00,3003,28.00,952.17,521.41,77.80,27.51,30.63,,,,
2024-12-03T07:48:47-03:00,3004,28.00,952.19,521.24,77.78,27.53,30.68,,,,
2024-12-03T07:49:07-03:00,3005,28.00,952.18,521.33,77.74,27.55,30.72,,,,
2024-12-03T07:49:28-03:00,3006,28.00,952.17,521.41,77.75,27.54,30.70,,,,
2024-12-03T07:49:48-03:00,3007,28.00,952.15,521.59,77.75,27.51,30.63,,,,
2024-12-03T07:50:09-03:00,3008,27.90,952.22,520.98,77.84,27.51,30.63,,,,
2024-12-03T07:50:29-03:00,3009,27.90,952.13,521.76,77.86,27.49,30.61,,,,
2024-12-03T07:50:50-03:00,3010,27.90,952.13,521.76,78.04,27.46,30.55,,,,
2024-12-03T07:51:10-03:00,3011,27.90,952.20,521.15,78.05,27.47,30.57,,,,
2024-12-03T07:51:31-03:00,3012,27.90,952.18,521.33,77.84,27.49,30.60,,,,
2024-12-03T07:51:51-03:00,3013,27.90,952.15,521.59,77.92,27.49,30.61,,,,
2024-12-03T07:52:12-03:00,3014,27.90,952.15,521.59,77.86,27.47,30.56,,,,
2024-12-03T07:52:32-03:00,3015,27.90,952.19,521.24,77.75,27.50,30.61,,,,
2024-12-03T07:52:53-03:00,3016,28.00,952.16,521.50,77.70,27.49,30.58,,,,
2024-12-03T07:53:13-03:00,3017,27.90,952.18,521.33,77.77,27.49,30.58,,,,
2024-12-03T07:53:34-03:00,3018,28.00,952.14,521.68,77.74,27.52,30.65,,,,
2024-12-03T07:53:54-03:00,3019,28.00,952.16,521.50,77.69,27.53,30.67,,,,
2024-12-03T07:54:15-03:00,3020,28.00,952.17,521.41,77.67,27.52,30.66,,,,
2024-12-03T07:54:35-03:00,3021,28.00,952.20,521.15,77.66,27.53,30.68,,,,
2024-12-03T07:54:55-03:00,3022,28.00,952.19,521.24,77.66,27.53,30.67,,,,
2024-12-03T07:55:16-03:00,3023,28.00,952.19,521.24,77.65,27.55,30.71,,,,
2024-12-03T07:55:36-03:00,3024,28.00,952.21,521.06,77.81,27.52,30.67,,,,
2024-12-03T07:55:57-03:00,3025,27.90,952.17,521.41,77.95,27.49,30.61,,,,
2024-12-03T07:56:17-03:00,3026,27.90,952.20,521.15,78.01,27.45,30.54,,,,
2024-12-03T07:56:38-03:00,3027,27.90,952.15,521.59,78.13,27.43,30.51,,,,
2024-12-03T07:56:58-03:00,3028,27.90,952.13,521.76,77.99,27.46,30.55,,,,
2024-12-03T07:57:19-03:00,3029,27.80,952.18,521.33,78.24,27.43,30.52,,,,
2024-12-03T07:57:39-03:00,3030,27.90,952.18,521.33,78.15,27.43,30.51,,,,
2024-12-03T07:58:00-03:00,3031,27.90,952.12,521.85,78.05,27.46,30.55,,,,
2024-12-03T07:58:21-03:00,3032,27.90,952.21,521.06,77.97,27.47,30.58,,,,
2024-12-03T07:58:41-03:00,3033,27.90,952.16,521.50,78.09,27.45,30.54,,,,
2024-12-03T07:59:01-03:00,3034,27.90,952.17,521.41,78.03,27.46,30.55,,,,
2024-12-03T07:59:22-03:00,3035,27.90,952.17,521.41,78.05,27.47,30.57,,,,
2024-12-03T07:59:42-03:00,3036,27.90,952.16,521.50,78.00,27.48,30.59,,,,
2024-12-03T08:00:03-03:00,3037,27.90,952.22,520.98,77.85,27.47,30.55,,,,
2024-12-03T08:00:23-03:00,3038,27.90,952.20,521.15,77.85,27.49,30.59,,,,
2024-12-03T08:00:44-03:00,3039,28.00,952.22,520.98,77.82,27.48,30.57,,,,
2024-12-03T08:01:04-03:00,3040,28.00,952.20,521.15,77.80,27.49,30.59,,,,
2024-12-03T08:01:25-03:00,3041,27.90,952.19,521.24,77.81,27.46,30.53,,,,
2024-12-03T08:01:45-03:00,3042,27.90,952.21,521.06,77.78,27.48,30.57,,,,
2024-12-03T08:02:06-03:00,3043,27.90,952.16,521.50,77.75,27.48,30.58,,,,
2024-12-03T08:02:26-03:00,3044,28.00,952.12,521.85,77.65,27.49,30.57,,,,
2024-12-03T08:02:47-03:00,3045,28.00,952.16,521.50,77.72,27.48,30.56,,,,
2024-12-03T08:03:08-03:00,3046,27.90,952.14,521.68,77.76,27.48,30.56,,,,
2024-12-03T08:03:28-03:00,3047,27.90,952.18,521.33,77.88,27.47,30.55,,,,
2024-12-03T08:03:49-03:00,3048,27.90,952.16,521.50,77.91,27.46,30.53,,,,
2024-12-03T08:04:09-03:00,3049,27.90,952.14,521.68,77.80,27.48,30.57,,,,
2024-12-03T08:04:30-03:00,3050,27.90,952.11,521.94,77.76,27.51,30.63,,,,
2024-12-03T08:04:50-03:00,3051,27.90,952.15,521.59,77.75,27.48,30.57,,,,
2024-12-03T08:05:11-03:00,3052,27.90,952.11,521.94,77.75,27.47,30.55,,,,
2024-12-03T08:05:31-03:00,3053,28.00,952.11,521.94,77.70,27.47,30.54,,,,
2024-12-03T08:05:52-03:00,3054,28.00,952.12,521.85,77.66,27.51,30.61,,,,
2024-12-03T08:06:12-03:00,3055,27.90,952.13,521.76,77.78,27.47,30.54,,,,
2024-12-03T08:06:33-03:00,3056,27.90,952.15,521.59,77.69,27.48,30.56,,,,
2024-12-03T08:06:53-03:00,3057,27.90,952.11,521.94,77.84,27.48,30.57,,,,
2024-12-03T08:07:14-03:00,3058,27.90,952.18,521.33,77.86,27.47,30.56,,,,
2024-12-03T08:07:34-03:00,3059,27.90,952.19,521.24,77.83,27.49,30.59,,,,
2024-12-03T08:07:55-03:00,3060,28.00,952.19,521.24,77.74,27.47,30.55,,,,
2024-12-03T08:08:15-03:00,3061,28.00,952.17,521.41,77.85,27.49,30.61,,,,
2024-12-03T08:08:36-03:00,3062,28.00,952.17,521.41,77.77,27.50,30.61,,,,
2024-12-03T08:08:56-03:00,3063,28.00,952.26,520.63,77.80,27.47,30.55,,,,
2024-12-03T08:09:17-03:00,3064,28.00,952.26,520.63,77.98,27.48,30.59,,,,
2024-12-03T08:09:37-03:00,3065,28.00,952.19,521.24,77.96,27.47,30.57,,,,
2024-12-03T08:09:58-03:00,3066,27.90,952.19,521.24,78.02,27.48,30.59,,,,
2024-12-03T08:10:18-03:00,3067,28.00,952.22,520.98,78.14,27.46,30.57,,,,
2024-12-03T08:10:39-03:00,3068,27.90,952.20,521.15,78.13,27.47,30.59,,,,
2024-12-03T08:10:59-03:00,3069,27.90,952.17,521.41,78.26,27.45,30.55,,,,
2024-12-03T08:11:20-03:00,3070,27.90,952.16,521.50,78.33,27.45,30.57,,,,
2024-12-03T08:11:40-03:00,3071,27.90,952.25,520.71,78.09,27.43,30.49,,,,
2024-12-03T08:12:01-03:00,3072,27.80,952.19,521.24,78.40,27.40,30.47,,,,
2024-12-03T08:12:21-03:00,3073,27.90,952.25,520.71,78.26,27.39,30.43,,,,
2024-12-03T08:12:42-03:00,3074,27.90,952.19,521.24,78.17,27.43,30.50,,,,
2024-12-03T08:13:02-03:00,3075,27.90,952.26,520.63,77.93,27.46,30.54,,,,
2024-12-03T08:13:23-03:00,3076,28.00,952.22,520.98,77.94,27.46,30.55,,,,
2024-12-03T08:13:43-03:00,3077,28.00,952.18,521.33,78.00,27.47,30.58,,,,
2024-12-03T08:14:04-03:00,3078,28.00,952.23,520.89,77.93,27.51,30.66,,,,
2024-12-03T08:14:24-03:00,3079,28.00,952.21,521.06,77.71,27.52,30.64,,,,
2024-12-03T08:14:45-03:00,3080,28.00,952.21,521.06,77.66,27.51,30.62,,,,
2024-12-03T08:15:05-03:00,3081,28.00,952.20,521.15,77.53,27.51,30.60,,,,
2024-12-03T08:15:26-03:00,3082,28.00,952.22,520.98,77.75,27.52,30.65,,,,
2024-12-03T08:15:46-03:00,3083,28.00,952.19,521.24,77.97,27.51,30.67,,,,
2024-12-03T08:16:07-03:00,3084,27.90,952.24,520.80,78.05,27.48,30.59,,,,
2024-12-03T08:16:27-03:00,3085,28.00,952.20,521.15,77.95,27.50,30.62,,,,
2024-12-03T08:16:48-03:00,3086,28.00,952.24,520.80,77.79,27.48,30.58,,,,
2024-12-03T08:17:08-03:00,3087,28.00,952.26,520.63,77.98,27.48,30.60,,,,
2024-12-03T08:17:29-03:00,3088,28.00,952.25,520.71,78.05,27.47,30.59,,,,
2024-12-03T08:17:49-03:00,3089,28.00,952.20,521.15,77.94,27.46,30.55,,,,
2024-12-03T08:18:10-03:00,3090,28.00,952.22,520.98,77.90,27.49,30.60,,,,
2024-12-03T08:18:30-03:00,3091,28.00,952.19,521.24,77.80,27.48,30.57,,,,
2024-12-03T08:18:51-03:00,3092,28.00,952.21,521.06,77.82,27.51,30.63,,,,
2024-12-03T08:19:11-03:00,3093,28.00,952.22,520.98,77.86,27.53,30.68,,,,
2024-12-03T08:19:32-03:00,3094,28.00,952.26,520.63,77.83,27.51,30.64,,,,
2024-12-03T08:19:52-03:00,3095,28.00,952.19,521.24,77.83,27.49,30.60,,,,
2024-12-03T08:20:13-03:00,3096,28.00,952.18,521.33,77.75,27.50,30.62,,,,
2024-12-03T08:20:33-03:00,3097,28.00,952.16,521.50,77.77,27.50,30.62,,,,
2024-12-03T08:20:54-03:00,3098,28.00,952.21,521.06,77.78,27.51,30.64,,,,
2024-12-03T08:21:14-03:00,3099,28.00,952.18,521.33,77.77,27.52,30.66,,,,
2024-12-03T08:21:35-03:00,3100,28.00,952.25,520.71,77.78,27.50,30.62,,,,
2024-12-03T08:21:55-03:00,3101,28.00,952.21,521.06,77.82,27.50,30.63,,,,
2024-12-03T08:22:16-03:00,3102,28.00,952.24,520.80,77.80,27.52,30.67,,,,
2024-12-03T08:22:36-03:00,3103,28.00,952.24,520.80,77.76,27.52,30.66,,,,
2024-12-03T08:22:57-03:00,3104,28.00,952.20,521.15,77.79,27.51,30.63,,,,
2024-12-03T08:23:17-03:00,3105,28.00,952.20,521.15,77.75,27.48,30.58,,,,
2024-12-03T08:23:38-03:00,3106,28.00,952.18,521.33,77.72,27.50,30.60,,,,
2024-12-03T08:23:58-03:00,3107,28.00,952.22,520.98,77.73,27.50,30.61,,,,
2024-12-03T08:24:19-03:00,3108,28.00,952.21,521.06,77.66,27.51,30.61,,,,
2024-12-03T08:24:39-03:00,3109,28.00,952.23,520.89,77.41,27.50,30.58,,,,
2024-12-03T08:25:00-03:00,3110,28.00,952.20,521.15,77.42,27.50,30.57,,,,
2024-12-03T08:25:20-03:00,3111,27.90,952.20,521.15,77.68,27.47,30.54,,,,
2024-12-03T08:25:41-03:00,3112,28.00,952.24,520.80,77.70,27.48,30.56,,,,
2024-12-03T08:26:01-03:00,3113,28.00,952.25,520.71,77.68,27.47,30.54,,,,
2024-12-03T08:26:22-03:00,3114,28.00,952.24,520.80,77.71,27.47,30.53,,,,
2024-12-03T08:26:42-03:00,3115,28.00,952.24,520.80,77.74,27.45,30.50,,,,
2024-12-03T08:27:03-03:00,3116,28.00,952.24,520.80,77.69,27.49,30.57,,,,
2024-12-03T08:27:23-03:00,3117,28.00,952.24,520.80,77.71,27.49,30.59,,,,
2024-12-03T08:27:44-03:00,3118,28.00,952.29,520.36,77.70,27.48,30.55,,,,
2024-12-03T08:28:04-03:00,3119,28.00,952.25,520.71,77.79,27.48,30.58,,,,
2024-12-03T08:28:25-03:00,3120,28.00,952.29,520.36,77.67,27.46,30.51,,,,
2024-12-03T08:28:45-03:00,3121,28.00,952.29,520.36,77.76,27.50,30.60,,,,
2024-12-03T08:29:06-03:00,3122,28.00,952.26,520.63,77.65,27.49,30.57,,,,
2024-12-03T08:29:26-03:00,3123,28.00,952.24,520.80,77.58,27.48,30.55,,,,
2024-12-03T08:29:47-03:00,3124,28.00,952.28,520.45,77.34,27.47,30.50,,,,
2024-12-03T08:30:07-03:00,3125,28.00,952.31,520.19,77.36,27.52,30.60,,,,
2024-12-03T08:30:28-03:00,3126,28.00,952.32,520.10,77.30,27.53,30.63,,,,
2024-12-03T08:30:48-03:00,3127,28.00,952.32,520.10,77.50,27.53,30.65,,,,
2024-12-03T08:31:09-03:00,3128,28.00,952.32,520.10,77.39,27.53,30.63,,,,
2024-12-03T08:31:29-03:00,3129,28.00,952.36,519.75,77.38,27.55,30.68,,,,
2024-12-03T08:31:50-03:00,3130,28.00,952.33,520.01,77.30,27.53,30.63,,,,
2024-12-03T08:32:10-03:00,3131,28.00,952.33,520.01,77.16,27.55,30.65,,,,
2024-12-03T08:32:31-03:00,3132,28.00,952.32,520.10,77.02,27.55,30.62,,,,
2024-12-03T08:32:51-03:00,3133,28.00,952.31,520.19,77.07,27.54,30.63,,,,
2024-12-03T08:33:12-03:00,3134,28.00,952.28,520.45,76.91,27.53,30.58,,,,
2024-12-03T08:33:32-03:00,3135,28.00,952.30,520.28,76.90,27.54,30.60,,,,
2024-12-03T08:33:53-03:00,3136,28.00,952.42,519.23,76.97,27.54,30.62,,,,
2024-12-03T08:34:13-03:00,3137,28.00,952.38,519.58,77.00,27.55,30.64,,,,
2024-12-03T08:34:34-03:00,3138,28.00,952.37,519.66,77.06,27.57,30.69,,,,
2024-12-03T08:34:54-03:00,3139,28.00,952.36,519.75,77.08,27.55,30.65,,,,
2024-12-03T08:35:15-03:00,3140,28.00,952.39,519.49,77.25,27.59,30.74,,,,
2024-12-03T08:35:35-03:00,3141,28.00,952.39,519.49,77.07,27.55,30.64,,,,
2024-12-03T08:35:56-03:00,3142,28.10,952.38,519.58,77.41,27.58,30.75,,,,
2024-12-03T08:36:17-03:00,3143,28.00,952.36,519.75,77.31,27.58,30.73,,,,
2024-12-03T08:36:37-03:00,3144,28.10,952.34,519.93,77.50,27.62,30.84,,,,
2024-12-03T08:36:58-03:00,3145,28.10,952.38,519.58,77.67,27.58,30.77,,,,
2024-12-03T08:37:18-03:00,3146,28.10,952.30,520.28,77.61,27.60,30.81,,,,
2024-12-03T08:37:38-03:00,3147,28.10,952.32,520.10,77.54,27.60,30.81,,,,
2024-12-03T08:37:59-03:00,3148,28.10,952.40,519.40,77.28,27.61,30.81,,,,
2024-12-03T08:38:19-03:00,3149,28.10,952.35,519.84,77.19,27.58,30.72,,,,
2024-12-03T08:38:40-03:00,3150,28.10,952.39,519.49,77.32,27.61,30.81,,,,
2024-12-03T08:39:01-03:00,3151,28.10,952.40,519.40,77.23,27.63,30.83,,,,
2024-12-03T08:39:21-03:00,3152,28.10,952.38,519.58,77.30,27.61,30.81,,,,
2024-12-03T08:39:41-03:00,3153,28.10,952.41,519.31,77.31,27.62,30.82,,,,
2024-12-03T08:40:02-03:00,3154,28.10,952.38,519.58,77.84,27.62,30.88,,,,
