Data,ID,TemperaturaBMP(ºC),Pressão(hPa),Altitude(m),Umidade(g/m3),TemperaturaAHT(ºC),HIF(ºC),latitude,longitude,elevation,status
2024-12-03T01:39:20-03:00,1926,28.20,951.48,527.46,76.03,27.76,30.98,,,,
2024-12-03T01:39:41-03:00,1927,28.20,951.50,527.28,76.04,27.76,30.96,,,,
2024-12-03T01:40:01-03:00,1928,28.20,951.55,526.84,76.10,27.74,30.94,,,,
2024-12-03T01:40:22-03:00,1929,28.10,951.52,527.11,76.16,27.71,30.87,,,,
2024-12-03T01:40:42-03:00,1930,28.10,951.53,527.02,76.20,27.71,30.87,,,,
2024-12-03T01:41:03-03:00,1931,28.10,951.46,527.63,76.13,27.72,30.89,,,,
2024-12-03T01:41:23-03:00,1932,28.10,951.49,527.37,76.17,27.74,30.95,,,,
2024-12-03T01:41:44-03:00,1933,28.20,951.49,527.37,76.05,27.73,30.91,,,,
2024-12-03T01:42:04-03:00,1934,28.10,951.50,527.28,76.07,27.70,30.83,,,,
2024-12-03T01:42:25-03:00,1935,28.10,951.52,527.11,76.14,27.73,30.91,,,,
2024-12-03T01:42:45-03:00,1936,28.10,951.54,526.93,76.03,27.72,30.87,,,,
2024-12-03T01:43:06-03:00,1937,28.20,951.50,527.28,76.04,27.72,30.88,,,,
2024-12-03T01:43:26-03:00,1938,28.10,951.55,526.84,75.98,27.72,30.87,,,,
2024-12-03T01:43:46-03:00,1939,28.10,951.56,526.76,75.92,27.70,30.83,,,,
2024-12-03T01:44:07-03:00,1940,28.10,951.55,526.84,75.86,27.70,30.82,,,,
2024-12-03T01:44:28-03:00,1941,28.10,951.57,526.67,75.84,27.71,30.84,,,,
2024-12-03T01:44:48-03:00,1942,28.10,951.51,527.20,75.86,27.71,30.83,,,,
2024-12-03T01:45:08-03:00,1943,28.10,951.48,527.46,76.02,27.70,30.83,,,,
2024-12-03T01:45:29-03:00,1944,28.10,951.47,527.55,75.86,27.73,30.88,,,,
2024-12-03T01:45:49-03:00,1945,28.10,951.48,527.46,75.87,27.69,30.80,,,,
2024-12-03T01:46:10-03:00,1946,28.10,951.51,527.20,75.90,27.69,30.81,,,,
2024-12-03T01:46:31-03:00,1947,28.10,951.51,527.20,75.98,27.68,30.79,,,,
2024-12-03T01:46:51-03:00,1948,28.10,951.45,527.72,75.84,27.68,30.77,,,,
2024-12-03T01:47:11-03:00,1949,28.10,951.40,528.16,75.81,27.69,30.78,,,,
2024-12-03T01:47:32-03:00,1950,28.10,951.41,528.07,75.86,27.68,30.76,,,,
2024-12-03T01:47:52-03:00,1951,28.10,951.50,527.28,75.91,27.65,30.70,,,,
2024-12-03T01:48:13-03:00,1952,28.10,951.45,527.72,75.99,27.63,30.68,,,,
2024-12-03T01:48:33-03:00,1953,28.10,951.46,527.63,76.00,27.68,30.78,,,,
2024-12-03T01:48:54-03:00,1954,28.10,951.46,527.63,75.97,27.64,30.71,,,,
2024-12-03T01:49:14-03:00,1955,28.10,951.44,527.81,75.98,27.68,30.79,,,,
2024-12-03T01:49:35-03:00,1956,28.10,951.46,527.63,76.01,27.67,30.77,,,,
2024-12-03T01:49:55-03:00,1957,28.10,951.46,527.63,75.95,27.70,30.83,,,,
2024-12-03T01:50:16-03:00,1958,28.10,951.42,527.98,75.93,27.69,30.80,,,,
2024-12-03T01:50:36-03:00,1959,28.10,951.45,527.72,75.89,27.70,30.82,,,,
2024-12-03T01:50:57-03:00,1960,28.10,951.40,528.16,75.89,27.72,30.87,,,,
2024-12-03T01:51:17-03:00,1961,28.10,951.50,527.28,75.84,27.72,30.85,,,,
2024-12-03T01:51:38-03:00,1962,28.20,951.39,528.25,75.82,27.74,30.90,,,,
2024-12-03T01:51:58-03:00,1963,28.10,951.48,527.46,75.84,27.73,30.87,,,,
2024-12-03T01:52:19-03:00,1964,28.20,951.46,527.63,75.90,27.72,30.86,,,,
2024-12-03T01:52:39-03:00,1965,28.20,951.48,527.46,75.81,27.74,30.90,,,,
2024-12-03T01:53:00-03:00,1966,28.10,951.49,527.37,75.82,27.72,30.86,,,,
2024-12-03T01:53:20-03:00,1967,28.10,951.50,527.28,75.90,27.73,30.88,,,,
2024-12-03T01:53:41-03:00,1968,28.10,951.50,527.28,75.88,27.70,30.82,,,,
2024-12-03T01:54:01-03:00,1969,28.10,951.39,528.25,75.87,27.71,30.83,,,,
2024-12-03T01:54:22-03:00,1970,28.10,951.48,527.46,75.83,27.73,30.87,,,,
2024-12-03T01:54:42-03:00,1971,28.10,951.49,527.37,75.88,27.72,30.86,,,,
2024-12-03T01:55:03-03:00,1972,28.10,951.46,527.63,75.84,27.71,30.83,,,,
2024-12-03T01:55:23-03:00,1973,28.10,951.47,527.55,75.84,27.70,30.81,,,,
2024-12-03T01:55:44-03:00,1974,28.10,951.42,527.98,75.89,27.70,30.83,,,,
2024-12-03T01:56:04-03:00,1975,28.10,951.37,528.42,76.00,27.68,30.78,,,,
2024-12-03T01:56:25-03:00,1976,28.10,951.39,528.25,75.96,27.67,30.75,,,,
2024-12-03T01:56:45-03:00,1977,28.10,951.42,527.98,76.04,27.67,30.78,,,,
2024-12-03T01:57:06-03:00,1978,28.10,951.39,528.25,76.02,27.68,30.80,,,,
2024-12-03T01:57:26-03:00,1979,28.10,951.41,528.07,75.99,27.65,30.73,,,,
2024-12-03T01:57:47-03:00,1980,28.10,951.40,528.16,76.07,27.66,30.76,,,,
2024-12-03T01:58:07-03:00,1981,28.10,951.40,528.16,76.04,27.66,30.75,,,,
2024-12-03T01:58:28-03:00,1982,28.10,951.38,528.33,76.04,27.66,30.76,,,,
2024-12-03T01:58:48-03:00,1983,28.10,951.42,527.98,76.02,27.65,30.73,,,,
2024-12-03T01:59:09-03:00,1984,28.10,951.41,528.07,76.07,27.65,30.73,,,,
2024-12-03T01:59:29-03:00,1985,28.10,951.40,528.16,76.16,27.68,30.81,,,,
2024-12-03T01:59:50-03:00,1986,28.10,951.41,528.07,76.07,27.65,30.73,,,,
2024-12-03T02:00:10-03:00,1987,28.10,951.36,528.51,76.16,27.63,30.70,,,,
2024-12-03T02:00:31-03:00,1988,28.10,951.33,528.77,76.23,27.65,30.76,,,,
2024-12-03T02:00:51-03:00,1989,28.10,951.31,528.95,76.14,27.67,30.79,,,,
2024-12-03T02:01:12-03:00,1990,28.10,951.33,528.77,76.10,27.66,30.76,,,,
2024-12-03T02:01:32-03:00,1991,28.10,951.29,529.12,76.06,27.65,30.72,,,,
2024-12-03T02:01:53-03:00,1992,28.00,951.35,528.60,76.14,27.62,30.69,,,,
2024-12-03T02:02:13-03:00,1993,28.00,951.30,529.03,76.14,27.62,30.67,,,,
2024-12-03T02:02:34-03:00,1994,28.00,951.31,528.95,76.08,27.63,30.69,,,,
2024-12-03T02:02:54-03:00,1995,28.00,951.31,528.95,76.14,27.64,30.71,,,,
2024-12-03T02:03:15-03:00,1996,28.00,951.27,529.30,76.16,27.62,30.68,,,,
2024-12-03T02:03:35-03:00,1997,28.00,951.27,529.30,76.10,27.62,30.68,,,,
2024-12-03T02:03:56-03:00,1998,28.00,951.16,530.26,76.05,27.65,30.73,,,,
2024-12-03T02:04:16-03:00,1999,28.00,951.23,529.65,76.09,27.65,30.74,,,,
2024-12-03T02:04:37-03:00,2000,28.00,951.30,529.03,76.20,27.62,30.69,,,,
2024-12-03T02:04:57-03:00,2001,28.10,951.25,529.47,76.12,27.64,30.71,,,,
2024-12-03T02:05:18-03:00,2002,28.10,951.35,528.60,76.20,27.62,30.69,,,,
2024-12-03T02:05:38-03:00,2003,28.10,951.34,528.68,76.28,27.64,30.73,,,,
2024-12-03T02:05:59-03:00,2004,28.00,951.37,528.42,76.20,27.65,30.75,,,,
2024-12-03T02:06:19-03:00,2005,28.10,951.28,529.21,76.19,27.64,30.72,,,,
2024-12-03T02:06:40-03:00,2006,28.10,951.31,528.95,76.17,27.67,30.79,,,,
2024-12-03T02:07:00-03:00,2007,28.10,951.32,528.86,76.20,27.65,30.76,,,,
2024-12-03T02:07:21-03:00,2008,28.10,951.32,528.86,76.23,27.65,30.76,,,,
2024-12-03T02:07:41-03:00,2009,28.00,951.24,529.56,76.33,27.63,30.71,,,,
2024-12-03T02:08:02-03:00,2010,28.00,951.28,529.21,76.43,27.60,30.66,,,,
2024-12-03T02:08:22-03:00,2011,27.90,951.31,528.95,76.61,27.53,30.54,,,,
2024-12-03T02:08:43-03:00,2012,27.80,951.29,529.12,76.89,27.42,30.33,,,,
2024-12-03T02:09:03-03:00,2013,27.80,951.28,529.21,77.00,27.38,30.26,,,,
2024-12-03T02:09:23-03:00,2014,27.70,951.28,529.21,77.12,27.33,30.16,,,,
2024-12-03T02:09:44-03:00,2015,27.70,951.30,529.03,77.28,27.28,30.08,,,,
2024-12-03T02:10:05-03:00,2016,27.60,951.31,528.95,77.43,27.24,30.01,,,,
2024-12-03T02:10:25-03:00,2017,27.70,951.31,528.95,77.41,27.25,30.04,,,,
2024-12-03T02:10:46-03:00,2018,27.60,951.29,529.12,77.43,27.21,29.95,,,,
2024-12-03T02:11:06-03:00,2019,27.60,951.29,529.12,77.49,27.23,30.00,,,,
2024-12-03T02:11:26-03:00,2020,27.60,951.30,529.03,77.65,27.20,29.94,,,,
2024-12-03T02:11:47-03:00,2021,27.50,951.29,529.12,77.80,27.14,29.83,,,,
2024-12-03T02:12:07-03:00,2022,27.50,951.31,528.95,77.96,27.08,29.72,,,,
2024-12-03T02:12:28-03:00,2023,27.50,951.31,528.95,77.83,27.12,29.80,,,,
2024-12-03T02:12:48-03:00,2024,27.50,951.25,529.47,77.91,27.12,29.79,,,,
2024-12-03T02:13:09-03:00,2025,27.50,951.32,528.86,77.84,27.14,29.84,,,,
2024-12-03T02:13:29-03:00,2026,27.50,951.28,529.21,77.87,27.12,29.81,,,,
2024-12-03T02:13:50-03:00,2027,27.50,951.25,529.47,77.88,27.13,29.82,,,,
2024-12-03T02:14:10-03:00,2028,27.60,951.26,529.39,77.91,27.18,29.93,,,,
2024-12-03T02:14:31-03:00,2029,27.60,951.21,529.82,77.79,27.19,29.93,,,,
2024-12-03T02:14:51-03:00,2030,27.60,951.22,529.74,77.74,27.23,30.01,,,,
2024-12-03T02:15:12-03:00,2031,27.60,951.17,530.17,77.69,27.18,29.91,,,,
2024-12-03T02:15:32-03:00,2032,27.70,951.18,530.09,77.56,27.23,30.01,,,,
2024-12-03T02:15:53-03:00,2033,27.70,951.18,530.09,77.53,27.22,29.98,,,,
2024-12-03T02:16:13-03:00,2034,27.70,951.20,529.91,77.48,27.23,30.00,,,,
2024-12-03T02:16:34-03:00,2035,27.70,951.19,530.00,77.43,27.26,30.04,,,,
2024-12-03T02:16:54-03:00,2036,27.70,951.19,530.00,77.48,27.25,30.02,,,,
2024-12-03T02:17:15-03:00,2037,27.70,951.19,530.00,77.35,27.27,30.07,,,,
2024-12-03T02:17:35-03:00,2038,27.70,951.24,529.56,77.36,27.25,30.03,,,,
2024-12-03T02:17:56-03:00,2039,27.70,951.25,529.47,77.38,27.27,30.06,,,,
2024-12-03T02:18:16-03:00,2040,27.70,951.26,529.39,77.44,27.25,30.02,,,,
2024-12-03T02:18:37-03:00,2041,27.70,951.22,529.74,77.40,27.25,30.03,,,,
2024-12-03T02:18:57-03:00,2042,27.70,951.23,529.65,77.31,27.27,30.06,,,,
2024-12-03T02:19:18-03:00,2043,27.70,951.24,529.56,77.24,27.32,30.15,,,,
2024-12-03T02:19:38-03:00,2044,27.70,951.24,529.56,77.21,27.32,30.15,,,,
2024-12-03T02:19:59-03:00,2045,27.70,951.24,529.56,77.25,27.30,30.11,,,,
2024-12-03T02:20:19-03:00,2046,27.70,951.24,529.56,77.23,27.27,30.05,,,,
2024-12-03T02:20:40-03:00,2047,27.70,951.24,529.56,77.25,27.30,30.11,,,,
2024-12-03T02:21:00-03:00,2048,27.70,951.23,529.65,77.12,27.32,30.16,,,,
2024-12-03T02:21:21-03:00,2049,27.70,951.19,530.00,77.23,27.27,30.04,,,,
2024-12-03T02:21:42-03:00,2050,27.70,951.31,528.95,77.34,27.25,30.02,,,,
2024-12-03T02:22:02-03:00,2051,27.70,951.26,529.39,77.36,27.27,30.07,,,,
2024-12-03T02:22:23-03:00,2052,27.70,951.23,529.65,77.33,27.26,30.04,,,,
2024-12-03T02:22:43-03:00,2053,27.70,951.25,529.47,77.38,27.25,30.02,,,,
2024-12-03T02:23:04-03:00,2054,27.60,951.28,529.21,77.43,27.22,29.96,,,,
2024-12-03T02:23:24-03:00,2055,27.60,951.20,529.91,77.48,27.21,29.95,,,,
2024-12-03T02:23:45-03:00,2056,27.70,951.24,529.56,77.41,27.23,29.98,,,,
2024-12-03T02:24:05-03:00,2057,27.70,951.23,529.65,77.38,27.25,30.02,,,,
2024-12-03T02:24:26-03:00,2058,27.70,951.23,529.65,77.35,27.27,30.06,,,,
2024-12-03T02:24:46-03:00,2059,27.70,951.22,529.74,77.39,27.26,30.05,,,,
2024-12-03T02:25:07-03:00,2060,27.70,951.28,529.21,77.37,27.24,30.01,,,,
2024-12-03T02:25:27-03:00,2061,27.60,951.31,528.95,77.45,27.22,29.97,,,,
2024-12-03T02:25:48-03:00,2062,27.70,951.24,529.56,77.40,27.25,30.03,,,,
2024-12-03T02:26:08-03:00,2063,27.70,951.26,529.39,77.46,27.23,29.99,,,,
2024-12-03T02:26:29-03:00,2064,27.70,951.18,530.09,77.47,27.24,30.02,,,,
2024-12-03T02:26:49-03:00,2065,27.70,951.22,529.74,77.69,27.22,30.00,,,,
2024-12-03T02:27:10-03:00,2066,27.70,951.13,530.52,77.52,27.25,30.03,,,,
2024-12-03T02:27:30-03:00,2067,27.70,951.25,529.47,77.47,27.28,30.09,,,,
2024-12-03T02:27:51-03:00,2068,27.70,951.20,529.91,77.48,27.30,30.13,,,,
2024-12-03T02:28:11-03:00,2069,27.70,951.21,529.82,77.55,27.28,30.11,,,,
2024-12-03T02:28:32-03:00,2070,27.70,951.22,529.74,77.49,27.27,30.07,,,,
2024-12-03T02:28:52-03:00,2071,27.70,951.21,529.82,77.37,27.27,30.06,,,,
2024-12-03T02:29:13-03:00,2072,27.70,951.21,529.82,77.31,27.28,30.07,,,,
2024-12-03T02:29:33-03:00,2073,27.70,951.22,529.74,77.27,27.28,30.08,,,,
2024-12-03T02:29:54-03:00,2074,27.70,951.23,529.65,77.34,27.25,30.01,,,,
2024-12-03T02:30:14-03:00,2075,27.60,951.23,529.65,77.40,27.23,29.97,,,,
2024-12-03T02:30:35-03:00,2076,27.60,951.25,529.47,77.49,27.16,29.85,,,,
2024-12-03T02:30:55-03:00,2077,27.60,951.26,529.39,77.54,27.18,29.88,,,,
2024-12-03T02:31:16-03:00,2078,27.60,951.18,530.09,77.51,27.16,29.85,,,,
2024-12-03T02:31:36-03:00,2079,27.50,951.23,529.65,77.47,27.15,29.81,,,,
2024-12-03T02:31:57-03:00,2080,27.50,951.19,530.00,77.69,27.11,29.76,,,,
2024-12-03T02:32:17-03:00,2081,27.50,951.23,529.65,77.69,27.11,29.75,,,,
2024-12-03T02:32:38-03:00,2082,27.50,951.24,529.56,77.79,27.08,29.70,,,,
2024-12-03T02:32:58-03:00,2083,27.50,951.20,529.91,77.82,27.07,29.69,,,,
2024-12-03T02:33:19-03:00,2084,27.50,951.19,530.00,77.78,27.10,29.76,,,,
2024-12-03T02:33:39-03:00,2085,27.50,951.23,529.65,77.80,27.09,29.73,,,,
2024-12-03T02:34:00-03:00,2086,27.50,951.21,529.82,77.87,27.06,29.66,,,,
2024-12-03T02:34:20-03:00,2087,27.50,951.19,530.00,77.93,27.10,29.76,,,,
2024-12-03T02:34:41-03:00,2088,27.50,951.22,529.74,77.97,27.08,29.72,,,,
2024-12-03T02:35:01-03:00,2089,27.50,951.26,529.39,78.06,27.09,29.75,,,,
2024-12-03T02:35:22-03:00,2090,27.50,951.26,529.39,78.11,27.08,29.74,,,,
2024-12-03T02:35:42-03:00,2091,27.50,951.27,529.30,78.08,27.09,29.76,,,,
2024-12-03T02:36:03-03:00,2092,27.60,951.22,529.74,77.94,27.14,29.86,,,,
2024-12-03T02:36:23-03:00,2093,27.60,951.25,529.47,77.81,27.15,29.86,,,,
2024-12-03T02:36:44-03:00,2094,27.60,951.23,529.65,77.70,27.16,29.86,,,,
2024-12-03T02:37:04-03:00,2095,27.60,951.21,529.82,77.76,27.15,29.84,,,,
2024-12-03T02:37:25-03:00,2096,27.60,951.24,529.56,77.79,27.13,29.81,,,,
2024-12-03T02:37:45-03:00,2097,27.50,951.24,529.56,77.80,27.12,29.78,,,,
2024-12-03T02:38:06-03:00,2098,27.60,951.27,529.30,77.76,27.13,29.80,,,,
2024-12-03T02:38:26-03:00,2099,27.50,951.24,529.56,77.75,27.12,29.78,,,,
2024-12-03T02:38:47-03:00,2100,27.50,951.18,530.09,77.82,27.11,29.76,,,,
2024-12-03T02:39:07-03:00,2101,27.50,951.27,529.30,77.80,27.11,29.77,,,,
2024-12-03T02:39:28-03:00,2102,27.50,951.20,529.91,77.90,27.07,29.70,,,,
2024-12-03T02:39:48-03:00,2103,27.50,951.30,529.03,77.91,27.06,29.67,,,,
2024-12-03T02:40:09-03:00,2104,27.50,951.19,530.00,78.01,27.04,29.64,,,,
2024-12-03T02:40:30-03:00,2105,27.50,951.19,530.00,77.97,27.08,29.73,,,,
2024-12-03T02:40:50-03:00,2106,27.50,951.16,530.26,78.00,27.06,29.69,,,,
2024-12-03T02:41:11-03:00,2107,27.50,951.22,529.74,78.04,27.05,29.67,,,,
2024-12-03T02:41:31-03:00,2108,27.40,951.18,530.09,78.12,27.01,29.59,,,,
2024-12-03T02:41:52-03:00,2109,27.50,951.21,529.82,78.08,27.03,29.63,,,,
2024-12-03T02:42:12-03:00,2110,27.50,951.12,530.61,77.99,27.04,29.63,,,,
2024-12-03T02:42:33-03:00,2111,27.50,951.16,530.26,78.07,27.04,29.64,,,,
2024-12-03T02:42:53-03:00,2112,27.50,951.16,530.26,78.13,27.04,29.65,,,,
2024-12-03T02:43:14-03:00,2113,27.50,951.14,530.44,78.16,27.06,29.69,,,,
2024-12-03T02:43:34-03:00,2114,27.50,951.11,530.70,77.92,27.10,29.77,,,,
2024-12-03T02:43:55-03:00,2115,27.60,951.14,530.44,77.83,27.13,29.81,,,,
2024-12-03T02:44:15-03:00,2116,27.50,951.09,530.87,77.88,27.09,29.74,,,,
2024-12-03T02:44:36-03:00,2117,27.50,951.13,530.52,77.96,27.10,29.77,,,,
2024-12-03T02:44:56-03:00,2118,27.50,951.06,531.14,77.98,27.07,29.70,,,,
2024-12-03T02:45:17-03:00,2119,27.50,951.10,530.79,77.96,27.09,29.73,,,,
2024-12-03T02:45:37-03:00,2120,27.50,951.08,530.96,77.98,27.08,29.73,,,,
2024-12-03T02:45:58-03:00,2121,27.60,951.12,530.61,77.77,27.09,29.73,,,,
2024-12-03T02:46:18-03:00,2122,27.50,951.11,530.70,77.88,27.10,29.76,,,,
2024-12-03T02:46:39-03:00,2123,27.50,951.07,531.05,77.90,27.11,29.78,,,,
2024-12-03T02:46:59-03:00,2124,27.50,951.07,531.05,77.96,27.08,29.71,,,,
2024-12-03T02:47:20-03:00,2125,27.50,951.12,530.61,77.95,27.06,29.68,,,,
2024-12-03T02:47:40-03:00,2126,27.50,951.01,531.58,78.09,27.04,29.64,,,,
2024-12-03T02:48:01-03:00,2127,27.40,951.06,531.14,78.18,27.02,29.61,,,,
2024-12-03T02:48:21-03:00,2128,27.40,951.03,531.40,78.26,26.99,29.57,,,,
2024-12-03T02:48:42-03:00,2129,27.40,951.05,531.23,78.30,27.00,29.59,,,,
2024-12-03T02:49:02-03:00,2130,27.40,951.03,531.40,78.31,26.99,29.56,,,,
2024-12-03T02:49:23-03:00,2131,27.50,951.02,531.49,78.24,27.02,29.63,,,,
2024-12-03T02:49:43-03:00,2132,27.40,951.02,531.49,78.28,27.00,29.58,,,,
2024-12-03T02:50:04-03:00,2133,27.40,950.96,532.01,78.32,26.98,29.53,,,,
2024-12-03T02:50:24-03:00,2134,27.40,951.03,531.40,78.36,26.95,29.49,,,,
2024-12-03T02:50:45-03:00,2135,27.40,951.01,531.58,78.46,26.92,29.43,,,,
2024-12-03T02:51:05-03:00,2136,27.40,951.04,531.31,78.48,26.94,29.46,,,,
2024-12-03T02:51:26-03:00,2137,27.40,951.06,531.14,78.32,26.97,29.52,,,,
2024-12-03T02:51:46-03:00,2138,27.40,950.97,531.93,78.36,26.95,29.48,,,,
2024-12-03T02:52:07-03:00,2139,27.40,950.97,531.93,78.26,26.98,29.53,,,,
2024-12-03T02:52:27-03:00,2140,27.40,950.95,532.10,78.25,26.97,29.52,,,,
2024-12-03T02:52:48-03:00,2141,27.50,951.04,531.31,78.17,27.01,29.59,,,,
2024-12-03T02:53:08-03:00,2142,27.50,951.03,531.40,78.06,27.04,29.64,,,,
2024-12-03T02:53:29-03:00,2143,27.50,951.01,531.58,77.96,27.04,29.64,,,,
2024-12-03T02:53:49-03:00,2144,27.50,951.04,531.31,77.94,27.09,29.73,,,,
